67.0275,20.0068,0.6306,0.000230
66.8884,20.0067,0.4106,0.000454
66.7326,20.0066,0.1641,0.000700
66.5912,20.0065,-0.0597,0.000930
66.4328,20.0065,-0.3104,0.001181
66.2891,20.0064,-0.5379,0.001414
66.1443,20.0063,-0.7672,0.001643
65.9822,20.0062,-1.0239,0.001902
65.8353,20.0061,-1.2565,0.002138
65.6707,20.0061,-1.5168,0.002403
65.5215,20.0061,-1.7524,0.002639
65.3712,20.0060,-1.9894,0.002880
65.2198,20.0060,-2.2278,0.003122
65.0675,20.0060,-2.4674,0.003363
64.9313,20.0060,-2.6814,0.003581
64.7771,20.0060,-2.9232,0.003829
64.6221,20.0060,-3.1662,0.004074
64.4662,20.0060,-3.4104,0.004323
64.3093,20.0060,-3.6556,0.004572
64.1341,20.0060,-3.9294,0.004851
63.9578,20.0060,-4.2047,0.005132
63.7984,20.0060,-4.4537,0.005385
63.6205,20.0060,-4.7317,0.005669
63.4597,20.0061,-4.9832,0.005927
63.2804,20.0061,-5.2639,0.006216
63.1006,20.0062,-5.5459,0.006501
62.9390,20.0063,-5.7993,0.006759
62.7778,20.0064,-6.0525,0.007020
62.6166,20.0065,-6.3056,0.007275
62.4558,20.0065,-6.5583,0.007534
62.2769,20.0066,-6.8396,0.007820
62.1144,20.0067,-7.0952,0.008082
61.9498,20.0067,-7.3542,0.008346
61.7640,20.0068,-7.6465,0.008646
61.5944,20.0069,-7.9133,0.008920
61.4230,20.0070,-8.1830,0.009192
61.2314,20.0070,-8.4846,0.009502
61.0776,20.0071,-8.7265,0.009750
60.8853,20.0072,-9.0292,0.010058
60.7120,20.0073,-9.3019,0.010333
60.5383,20.0075,-9.5750,0.010614
60.3446,20.0076,-9.8792,0.010925
60.1695,20.0077,-10.1539,0.011205
59.9738,20.0079,-10.4603,0.011517
59.7967,20.0080,-10.7371,0.011797
59.6185,20.0082,-11.0148,0.012080
59.4394,20.0084,-11.2934,0.012365
59.2594,20.0085,-11.5729,0.012651
59.0785,20.0087,-11.8531,0.012938
58.8967,20.0089,-12.1342,0.013224
58.6939,20.0092,-12.4474,0.013543
58.5106,20.0094,-12.7301,0.013835
58.3471,20.0096,-12.9821,0.014090
58.1421,20.0098,-13.2980,0.014413
57.9571,20.0101,-13.5832,0.014704
57.7716,20.0103,-13.8691,0.014996
57.5857,20.0105,-14.1558,0.015290
57.3993,20.0108,-14.4433,0.015581
57.2124,20.0110,-14.7316,0.015879
57.0042,20.0112,-15.0529,0.016206
56.8164,20.0115,-15.3431,0.016501
56.6072,20.0117,-15.6664,0.016832
56.3766,20.0120,-16.0231,0.017196
56.2086,20.0122,-16.2829,0.017463
55.9986,20.0124,-16.6081,0.017792
55.7886,20.0127,-16.9337,0.018125
55.5996,20.0129,-17.2270,0.018421
55.4108,20.0131,-17.5206,0.018723
55.2222,20.0132,-17.8146,0.019022
55.0339,20.0134,-18.1091,0.019321
54.8459,20.0136,-18.4041,0.019621
54.6373,20.0137,-18.7324,0.019954
54.4499,20.0138,-19.0286,0.020256
54.2419,20.0139,-19.3583,0.020590
54.0549,20.0140,-19.6557,0.020893
53.8680,20.0141,-19.9536,0.021193
53.6812,20.0141,-20.2522,0.021497
53.4946,20.0141,-20.5513,0.021798
53.3289,20.0142,-20.8176,0.022067
53.1219,20.0142,-21.1511,0.022404
52.9357,20.0142,-21.4518,0.022708
52.7704,20.0142,-21.7195,0.022979
52.5639,20.0141,-22.0547,0.023314
52.3782,20.0141,-22.3570,0.023621
52.1928,20.0141,-22.6596,0.023926
51.9869,20.0140,-22.9964,0.024265
51.8225,20.0139,-23.2661,0.024533
51.6378,20.0138,-23.5699,0.024839
51.4533,20.0137,-23.8739,0.025144
51.2692,20.0135,-24.1782,0.025451
51.0650,20.0133,-24.5166,0.025787
50.8815,20.0132,-24.8215,0.026094
50.6983,20.0130,-25.1266,0.026399
50.4948,20.0128,-25.4658,0.026739
50.2912,20.0125,-25.8053,0.027079
50.1076,20.0124,-26.1109,0.027384
49.9440,20.0122,-26.3827,0.027657
49.7593,20.0120,-26.6885,0.027962
49.5740,20.0119,-26.9945,0.028269
49.3675,20.0118,-27.3345,0.028609
49.1602,20.0116,-27.6745,0.028948
48.9733,20.0115,-27.9805,0.029255
48.7860,20.0113,-28.2866,0.029576
48.5776,20.0112,-28.6266,0.030058
48.3898,20.0110,-28.9327,0.030408
48.2018,20.0108,-29.2387,0.030628
47.9928,20.0107,-29.5788,0.030741
47.2169,20.0101,-30.8379,0.032218
47.0276,20.0100,-31.1444,0.032488
46.8592,20.0099,-31.4169,0.032723
46.6695,20.0098,-31.7236,0.032986
46.5008,20.0097,-31.9962,0.033225
46.3108,20.0095,-32.3030,0.034757
45.5065,20.0091,-33.5987,0.034841
45.2730,20.0089,-33.9738,0.035105
45.0818,20.0089,-34.2808,0.035475
44.8903,20.0088,-34.5878,0.035919
44.7200,20.0087,-34.8607,0.036203
44.5281,20.0086,-35.1678,0.036514
44.3360,20.0085,-35.4749,0.036823
44.1438,20.0085,-35.7820,0.037131
43.9513,20.0084,-36.0891,0.037445
43.7800,20.0084,-36.3622,0.037721
43.5871,20.0083,-36.6694,0.038031
43.3940,20.0082,-36.9766,0.038340
43.2007,20.0082,-37.2839,0.038651
43.0070,20.0082,-37.5912,0.038962
42.8130,20.0081,-37.8985,0.039275
42.6187,20.0081,-38.2058,0.039584
42.4239,20.0081,-38.5130,0.039894
42.2286,20.0081,-38.8202,0.040206
42.0329,20.0081,-39.1273,0.040517
41.8368,20.0081,-39.4343,0.040826
41.6402,20.0082,-39.7413,0.041138
41.4433,20.0082,-40.0481,0.041450
41.2459,20.0083,-40.3549,0.041760
41.0702,20.0084,-40.6274,0.042036
40.8501,20.0085,-40.9680,0.042385
40.6517,20.0086,-41.2744,0.042694
40.4531,20.0087,-41.5807,0.043004
40.2541,20.0086,-41.8870,0.043315
40.0551,20.0086,-42.1933,0.043628
39.8337,20.0085,-42.5338,0.043975
